Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
156,14431371,"Umair Usmani","2025-09-24 20:24:24",1.00000,3,usmaniumair
157,14431427,"Melvin Ng","2025-09-24 20:53:50",1.00000,3,melvinnym
158,14431453,"Sophie Rennick","2025-09-24 21:08:07",1.00000,3,sophierennick
159,14431498,"Ge Yang","2025-09-24 21:28:58",1.00000,4,ksiriusq
160,14431538,"Gowri Priya Irugu","2025-09-24 21:47:01",1.00000,3,gowripriyairugu
161,14431555,"Hari krishna Reddy","2025-09-24 21:55:26",1.00000,3,harikrishnareddy09
162,14431572,"Donna Mathew ","2025-09-24 22:08:49",1.00000,3,donnamathew01
163,14431595,"Yufei Deng","2025-09-24 22:23:31",1.00000,3,yufeidengya
164,14431581,"Eva Margaret Gathoni","2025-09-24 22:25:18",1.00000,4,evamargaretgathoni
165,14431599,"Dac Vu Ho","2025-09-24 22:25:44",1.00000,3,dacvuho
166,14431606,"Daniel Lu #2","2025-09-25 02:46:51",1.00000,4,daniellu1992
167,14431644,"Bryce Yong","2025-09-24 22:41:13",1.00000,3,bryceyong
168,14431668,"Sankarapu Aishwarya","2025-09-24 22:51:21",1.00000,3,sankarapuaishwarya
169,14431681,"Rishab Sg","2025-09-24 22:58:09",1.00000,3,rishabsg
170,14431684,trinitytang122,"2025-09-24 22:58:36",1.00000,3,trinitytang122
171,14431689,"Chun Jen Tsai","2025-09-24 23:00:02",1.00000,3,chunjentsai
172,14431692,"Xin Chen","2025-09-24 23:01:55",1.00000,3,oliviaxic
173,14431704,qluocici,"2025-09-24 23:10:50",1.00000,3,qluocici
174,14431725,"Bruno Sanches Pitão","2025-09-24 23:23:11",1.00000,3,brunosanchespito
175,14431729,"Nan Wang #3","2025-09-24 23:25:00",1.00000,3,nanwang11111
176,14431732,"Malav Doshi #2","2025-09-24 23:29:08",1.00000,3,malavdoshi1378
177,14431736,"Siran Zhang","2025-09-24 23:30:42",1.00000,3,siranzhang320
178,14431751,"Sonia Hiew","2025-09-24 23:37:07",1.00000,3,soniahiew
179,14431798,Edwar11111111111,"2025-09-25 00:06:45",1.00000,4,edwar11111111111
180,14431807,"Yohan AAAZ ","2025-09-25 00:09:04",1.00000,3,yohanaaaz
181,14431871,yfanchen,"2025-09-25 00:39:24",1.00000,3,yfanchen
182,14431865,"yasmine boughou","2025-09-25 00:40:15",1.00000,3,yazyazz
183,14431938,GraceeeeQin,"2025-09-25 01:06:59",1.00000,3,graceeeeqin
184,6297967,"Ishaan Sharma #3","2025-09-25 01:09:34",1.00000,3,oneishaansharma
185,14431939,"Hanyun Xu","2025-09-25 01:09:25",1.00000,4,hanyunxu
186,14431962,"Joi Guo","2025-09-25 01:22:53",1.00000,3,joiguo
187,14431987,"Xinjie Zhang","2025-09-25 01:32:12",1.00000,3,oliviazxj
188,14432014,"Xianqin Qiu","2025-09-25 01:40:09",1.00000,3,xianqinqiu
189,14432016,"Gantala chatrapathi","2025-09-25 01:41:06",1.00000,3,gantalachatrapathi
190,14432040,"Jiwen Zhang 001","2025-09-25 01:52:39",1.00000,4,jiwenzhang001
191,14432058,"Song Wang #2","2025-09-25 01:54:35",1.00000,4,songwang9424
192,14432078,Jeeheon,"2025-09-25 02:00:25",1.00000,3,jeeheonkim0
193,14432090,lchen8180,"2025-09-25 02:05:10",1.00000,3,lchen8180
194,1641788,oliverxu,"2025-09-25 02:13:15",1.00000,4,oliverxu
195,14432116,"Tatiana Andrea Martínez Guzmán","2025-09-25 02:14:20",1.00000,3,tatianaamartinezg
196,14432135,"Xiangning Han","2025-09-25 02:21:56",1.00000,3,xiangning
197,14432149,"Phuong Quyen Do","2025-09-25 02:27:17",1.00000,3,phuongquyendo
198,14432173,"Sai Srinivas Chowdary","2025-09-25 02:33:25",1.00000,3,saisrinivaschowdary
199,14432185,dididididididididi,"2025-09-25 02:37:22",1.00000,3,dididididididididi
200,899724,"Yifan Lyu","2025-09-25 02:43:51",1.00000,4,yifanlyu
201,14432233,Sydney6688,"2025-09-25 02:57:10",1.00000,3,sydney6688
202,14432242,"Venkata Satyanarayana Tulluru","2025-09-25 02:59:49",1.00000,3,vtulluru24
203,14432258,"Qianyue Jin","2025-09-25 03:06:51",1.00000,4,qianyuejin
204,14432268,"Shijie Zhang #3","2025-09-25 03:10:50",1.00000,3,jsz0414
205,14432275,"Pranaya Bommana","2025-09-25 03:12:50",1.00000,3,bommanapranaya
206,14432272,"Zack Li #2","2025-09-25 03:13:34",1.00000,4,zackli27
207,14432292,"Peng Yu","2025-09-25 03:17:23",1.00000,3,pengyutrine
208,14432305,GStrine,"2025-09-25 03:19:31",1.00000,3,gstrine
209,14432306,"Hang Zhang #2","2025-09-25 03:20:12",1.00000,4,hangzhanglhk
210,14432322,"Yu Min Fuh","2025-09-25 03:23:09",1.00000,3,yuminfuh
211,14432392,"Louis Robinson 7","2025-09-25 03:46:34",1.00000,3,louisrobinson7
212,14432401,"Neil Min","2025-09-25 03:49:05",1.00000,4,neilmin
213,14432402,"Tanyunfeng Chen","2025-09-25 03:49:17",1.00000,4,tanyunfengchen
214,14432425,"Piyush #10","2025-09-25 03:57:38",1.00000,4,pmah789
215,14432497,"Yin Song","2025-09-25 04:16:11",1.00000,4,ysong244
216,14432560,"Yi Chieh Yang","2025-09-25 04:39:35",1.00000,3,yichiehyang05
217,14436441,YUE_HEE,"2025-09-25 20:27:30",1.00000,3,yuehee
218,14404848,"Erin Tian","2025-09-25 20:34:01",1.00000,3,erintian
219,14436609,"Lirong Zhang","2025-09-25 21:36:13",1.00000,3,lizzzhang
220,14437016,SiqiWangMpa,"2025-09-26 00:51:58",1.00000,3,siqiwangmpa
221,14437152,"Hung Hsuan Wu","2025-09-26 01:30:01",1.00000,4,hunghsuanwu
222,14438517,"Yuqing Zhang #2","2025-09-26 07:56:17",1.00000,3,yzha657
223,14440462,"Tong(Lynn) Niu","2025-09-26 16:12:03",1.00000,3,tonglynnniu
224,14431994,VENKATANAGSAI,"2025-09-27 01:31:15",1.00000,6,venkatanagsai
225,14441847,"Obed Ayisi","2025-09-27 02:05:04",1.00000,3,obedayisi25
226,14442336,"Gemma Wu","2025-09-27 05:27:19",1.00000,3,gemmawoo
227,14444178,"Vignesh Sakthivel","2025-09-27 14:12:40",1.00000,3,vigneshvikiis64
228,14444486,"Akhil Koneru","2025-09-27 15:35:39",1.00000,3,akhilk23
229,14444682,"Mudan Yang","2025-09-27 16:31:33",1.00000,3,mudanyang
230,14445042,"Jingxia Zhou","2025-09-27 18:42:56",1.00000,3,jingxiazhou
231,14445046,"vasudha jain","2025-09-27 18:44:14",1.00000,3,jainvasudha2011
232,934086,JasonCui,"2025-09-27 20:41:39",1.00000,3,zhengyuancui
233,14445500,"Syed Chand Sahal","2025-09-27 23:01:55",1.00000,3,syedchandsahal
234,14445688,lillianxie42,"2025-09-28 01:28:47",1.00000,3,lillianxie42
235,14445922,"Towhidur Rahman","2025-09-28 03:23:01",1.00000,3,towhid2903
236,14445949,"Rondell Joseph","2025-09-28 03:33:09",1.00000,3,rondelljoseph
237,14446010,"Deshmukh bhakti","2025-09-28 04:11:41",1.00000,3,deshmukhbhakti
238,14446415,"Steven Yan #3","2025-09-28 06:28:01",1.00000,3,stevenyan1
239,14447988,"Meimei Zhang","2025-09-28 13:48:22",1.00000,4,meimeizhang2050
240,14448329,"Derrick Zichang Zhang","2025-09-28 15:19:44",1.00000,3,derrickzichangzhang
241,14449071,"Bianca M Amarasekera","2025-09-28 19:44:21",1.00000,4,biancamamarasekera
242,14449175,"Hafsa Nafis","2025-09-28 20:24:14",1.00000,3,hafsanafis
243,14449207,"md minhaj 1704","2025-09-28 20:39:43",1.00000,3,mdminhaj1704
244,14449205,alifalam007,"2025-09-28 20:40:19",1.00000,3,alifalam007
245,14449254,"Karthik #31","2025-09-28 21:03:55",1.00000,3,karthik232
246,14449273,"Huiyi Qi","2025-09-28 21:11:52",1.00000,3,huiyiq7
247,14449318,"Ryan Goh #4","2025-09-28 21:29:53",1.00000,3,ryangmx
248,14449313,Saugat_Neupane,"2025-09-28 21:30:28",1.00000,5,saugatneupanekaggle
249,14449298,Evanjoshi,"2025-09-28 21:41:50",1.00000,5,evanjoshi
250,3529884,"D Nguyen","2025-09-28 22:01:41",1.00000,3,duongntt91dn
251,14449371,Yajie2025,"2025-09-28 22:24:19",1.00000,7,yajie2025
252,14449391,"Maria Aezaz Abdulhaq Patel","2025-09-28 22:24:31",1.00000,4,mariaaezazabdulhaq
253,14449405,"Sameer Syed","2025-09-28 22:30:04",1.00000,3,sameersyed0
254,14449416,yaqinwang88797,"2025-09-28 22:35:33",1.00000,3,yaqinwang88797
255,14449425,"Mohammad Towhidul Islam","2025-09-28 22:38:34",1.00000,3,mohammadtowhidul
256,14449433,"Mohammad Asaduzzaman","2025-09-28 22:43:22",1.00000,3,mohammadasaduzzaman0
257,14449452,"Md Alamgir Hossain #2","2025-09-28 22:51:30",1.00000,3,mdalamgirhossain0
258,14449473,"Madhu Bandaru","2025-09-28 22:58:17",1.00000,3,madhubandaru0
259,14449482,"Imtiaz Ahmed Shaik","2025-09-28 23:03:21",1.00000,3,imtiazahmedshaik0
260,14449488,"Fnu Mohammed Sohail","2025-09-28 23:07:32",1.00000,3,fnumohammedsohail
261,14449499,"Jeremy Chen5","2025-09-28 23:14:45",1.00000,4,jeremychen5
262,14449617,"Xinrong Chen","2025-09-29 00:22:59",1.00000,3,xrc247
263,14449744,"Meigui HUANG","2025-09-29 01:32:50",1.00000,3,meiguihuang
264,14449764,"Dongliang Wu","2025-09-29 01:49:35",1.00000,6,dongliangwu0096
265,14449831,"Denzel I A Selvam","2025-09-29 02:01:55",1.00000,3,denzel07ignatius
266,14449841,"Shao Lan Wang","2025-09-29 02:03:41",1.00000,3,shaolanwang
267,14449910,"Divya #18","2025-09-29 02:28:03",1.00000,3,divyauni
268,14449980,"Jing Chen #3","2025-09-29 02:56:30",1.00000,3,jingchen2025
269,14450062,MarcusLXZ,"2025-09-29 03:14:33",1.00000,3,marcuslxz
270,14450564,yupengmo,"2025-09-29 05:27:45",1.00000,3,yupengmo
271,14454325,refjeijkdso367,"2025-09-29 19:04:05",1.00000,1,refjeijkdso367
272,14477167,"Zhengyao Zhu","2025-10-05 20:45:27",1.00000,15,zzy2021
273,14317883,"Jeki Wan Taufik","2025-10-05 16:21:22",1.00000,4,jekiwantaufik
274,14346436,"Alwan Adiuntoro","2025-09-15 11:32:49",0.99760,27,alwanadiuntoro
275,14262076,田文静,"2025-09-01 03:08:03",0.99282,24,krismile220
276,14424451,VivienFlrt,"2025-09-24 17:24:54",0.97368,11,vivienflrt
277,5159901,"index 707","2025-08-20 00:35:33",0.94019,1,index707
278,14276500,"Daniyal Atta","2025-08-22 19:33:53",0.94019,7,daniyalatta
279,14301462,"nafi as grinder","2025-09-29 11:28:46",0.94019,13,nafiasgrinder
280,14386969,"moot sein","2025-09-18 08:48:23",0.89952,12,mootsein
281,14439316,LVYUJIAO,"2025-09-27 04:43:01",0.89473,2,lvyujiao
282,14295988,"Jay Ademola","2025-10-05 21:39:08",0.89473,32,crownedprinz
283,14381439,"Xinghao Chen","2025-09-17 04:58:41",0.87081,12,xhchen03
284,14228909,EUGENEYEUNG,"2025-08-13 22:06:21",0.86363,13,eugeneyeung
285,14178370,DanielSandii,"2025-08-15 09:54:00",0.85645,2,danielsandii
286,13777253,"Konan SASAKAWA","2025-10-05 07:00:32",0.83732,1,konansasakawa
287,14053864,"LIU HONGZE","2025-08-20 05:46:19",0.83253,4,jrcliu
288,14302888,"Dovydas Klimass","2025-08-26 13:24:45",0.83253,3,dovydasklimass
289,14272709,"Navarro Vivas Luis","2025-09-10 19:41:01",0.83253,10,navarrovivasluis
290,14361916,"Bruno  Zamora","2025-09-16 06:14:16",0.83253,11,brunozamora
291,14386282,"BRUNO MANUEL ZAMORA GARCIA","2025-09-16 20:09:13",0.83253,8,brunozamora2003
292,14336590,"Sergiu Nicoara","2025-09-08 14:48:21",0.83014,34,sergiunicoara
293,14395929,"zamir magidin","2025-09-18 07:57:35",0.83014,5,zamirmagidin
294,14352929,"Cao Hanyu","2025-09-15 04:17:13",0.82775,17,caohanyu
295,14351442,norm_JAKKY——,"2025-09-14 15:50:52",0.82775,14,jakky13
296,14363387,BowenXIAO111,"2025-09-13 02:11:40",0.82775,20,bowenxiao111
297,14351485,XnWilliam,"2025-09-13 02:39:08",0.82775,33,xnwilliam
298,14378430,shadowliying,"2025-09-15 08:21:59",0.82775,8,shadowliying
299,14342083,"Arnab Mondal #3","2025-09-16 15:52:23",0.82775,10,datawizarnab
300,14441120,"Abhay Shakhapur","2025-09-29 05:11:13",0.82775,18,abhayshakhapur
301,14272840,"Abilash Shanmugavel","2025-08-20 21:48:22",0.82535,11,abilashshanmugavel
302,14436744,"[Deleted] 07d2f974-56fd-4df6-89f2-2dfb6cadb0bf","2025-09-25 23:02:50",0.82535,4,del=82f401a8c02a82a6
303,14397550,"Phan Đức Nhân","2025-10-04 07:26:21",0.82535,17,phancnhn
304,14079854,Kostya138,"2025-08-14 14:53:33",0.82296,15,kostya138
305,14223750,"Cierra Stewart","2025-08-07 01:36:25",0.82057,2,cierrastewart
306,14216670,nekoscratch,"2025-08-09 11:54:13",0.82057,12,nekoscratch
307,11766764,JinRyan,"2025-08-17 08:54:37",0.82057,17,jinryan
308,14202823,"Hnin Kaythayi Naing","2025-08-17 15:04:32",0.82057,13,hninkaythayinaing
309,14009221,rayzh27,"2025-08-24 22:27:04",0.82057,5,rayzh27
310,14230907,"Ardala Gopi Krishna","2025-08-25 06:25:54",0.82057,32,ardalagopikrishna
311,14044027,highfield,"2025-08-25 10:52:18",0.82057,3,highfield
312,14481397,"oliveira #2","2025-10-05 12:57:19",0.82057,5,oliveira22
313,14058907,KIMHYUNGI,"2025-08-18 01:53:27",0.81818,2,kimhyungi0811
314,47926,"Andrew Willshire","2025-09-25 06:51:42",0.81818,47,awillshire
